التاريخ,المسلسل,رقم الإذن,رقم الشيك,البيان,حساب مدين,حساب دائن,المبلغ,مرحّل
2022-03-01,594,65718646,,سمير السيد أحمد احمد بدل عمل يوم السبت لبعض الموظفين,مكافأت وبدل العمل أيام الاجازات الرسمية,بنك مصر,400,
2022-03-01,595,65718647,,محمود ابراهيم محمد زهران عوض زهران مساهمة وفاه مكتب زفتى,تعويضات ومساهمات,بنك مصر,500,
2022-03-01,596,4412,,محمد مصطفى عبد الباقى بدل سفر وانتقال لمكتب بنى سوف شهر مارس 2022,مرتبات ومكافأة شاملة,بنك العمال 1,100,
2022-03-01,597,4413,,اشرف ابراهيم السيد عطيه بدل انتقال شهر مارس 2022,مرتبات ومكافأة شاملة,,1200,
2022-03-01,597,4413,,اشرف ابراهيم السيد عطيه بدل انتقال شهر مارس 2022,,بنك العمال 1,1080,
2022-03-01,597,4413,,اشرف ابراهيم السيد عطيه بدل انتقال شهر مارس 2022,,ضريبة كسب العمل,120,
2022-03-01,598,4415,,ابراهيم عبد الله حسيب بدل انتقال شهر مارس 2022,مرتبات ومكافأة شاملة,,1965,
2022-03-01,598,4415,,ابراهيم عبد الله حسيب بدل انتقال شهر مارس 2022,,بنك العمال 1,1770,
2022-03-01,598,4415,,ابراهيم عبد الله حسيب بدل انتقال شهر مارس 2022,,ضريبة كسب العمل,195,
2022-03-01,599,4416,,ايمن عبد العزيز عبد الله بدل انتقال شهر مارس 2022,مرتبات ومكافأة شاملة,,2445,
2022-03-01,599,4416,,ايمن عبد العزيز عبد الله بدل انتقال شهر مارس 2022,,بنك العمال 1,2250,
2022-03-01,599,4416,,ايمن عبد العزيز عبد الله بدل انتقال شهر مارس 2022,,ضريبة كسب العمل,195,
2022-03-01,600,4417,,محمد كرم عباس بدل انتقال شهر مارس 2022,مرتبات ومكافأة شاملة,,1965,
2022-03-01,600,4417,,محمد كرم عباس بدل انتقال شهر مارس 2022,,بنك العمال 1,1770,
2022-03-01,600,4417,,محمد كرم عباس بدل انتقال شهر مارس 2022,,ضريبة كسب العمل,195,
2022-03-01,601,4418,,محمد داود حسين بدل انتقال شهر مارس 2022,مرتبات ومكافأة شاملة,,900,
2022-03-01,601,4418,,محمد داود حسين بدل انتقال شهر مارس 2022,,بنك العمال 1,810,
2022-03-01,601,4418,,محمد داود حسين بدل انتقال شهر مارس 2022,,ضريبة كسب العمل,90,
2022-03-01,602,4419,,عبد العليم محمد ابو الوفا بدل انتقال شهر مارس 2022,مرتبات ومكافأة شاملة,,900,
2022-03-01,602,4419,,عبد العليم محمد ابو الوفا بدل انتقال شهر مارس 2022,,بنك العمال 1,810,
2022-03-01,602,4419,,عبد العليم محمد ابو الوفا بدل انتقال شهر مارس 2022,,ضريبة كسب العمل,90,
2022-03-01,603,4420,,صالح محمد نسيم مكتب العاشر بدل انتقال شهر مارس 2022,مرتبات ومكافأة شاملة,,1000,
2022-03-01,603,4420,,صالح محمد نسيم مكتب العاشر بدل انتقال شهر مارس 2022,,بنك العمال 1,900,
2022-03-01,603,4420,,صالح محمد نسيم مكتب العاشر بدل انتقال شهر مارس 2022,,ضريبة كسب العمل,100,
2022-03-01,604,4421,,محمد بهاء الدين محمد بدل انتقال شهر مارس 2022,مرتبات ومكافأة شاملة,,1200,
2022-03-01,604,4421,,محمد بهاء الدين محمد بدل انتقال شهر مارس 2022,,بنك العمال 1,1080,
2022-03-01,604,4421,,محمد بهاء الدين محمد بدل انتقال شهر مارس 2022,,ضريبة كسب العمل,120,
2022-03-01,605,4422,,محمد حسنى محمد تونى بدل انتقال شهر مارس 2022,مرتبات ومكافأة شاملة,,1200,
2022-03-01,605,4422,,محمد حسنى محمد تونى بدل انتقال شهر مارس 2022,,بنك العمال 1,1080,
2022-03-01,605,4422,,محمد حسنى محمد تونى بدل انتقال شهر مارس 2022,,ضريبة كسب العمل,120,
2022-03-01,606,4423,,عزت عبد الوهاب احمد بدل انتقال شهر مارس 2022,مرتبات ومكافأة شاملة,,3900,
2022-03-01,606,4423,,عزت عبد الوهاب احمد بدل انتقال شهر مارس 2022,,بنك العمال 1,3727,
2022-03-01,606,4423,,عزت عبد الوهاب احمد بدل انتقال شهر مارس 2022,,ضريبة كسب العمل,173,
2022-03-01,607,4424,,محمد درديرى محمد بدل انتقال شهر مارس 2022,جهاز مشروعات أسيوط,بنك العمال 1,1500,
2022-03-01,608,4425,,هانى محمد عبد اللاه اعانه اجتماعية شهر مارس 2022 القاهرة,اعانات اجتماعية,بنك العمال 1,200,
2022-03-01,609,4426,,سناء مصطفى محمد اعانة اجتماعية شهر مارس 2022 القاهرة,اعانات اجتماعية,بنك العمال 1,100,
2022-03-01,610,4427,,هانم فؤاد حنفى احمد اعانة اجتماعية شهر مارس 2022 القاهرة,اعانات اجتماعية,بنك العمال 1,400,
2022-03-01,611,4428,,نعناعة عبد الرحمن احمد خلف اعانة اجتماعية شهر مارس 2022 القاهرة,اعانات اجتماعية,بنك العمال 1,450,
2022-03-01,612,4429,,تحيه محمد يحى خليل اعانة اجتماعية شهر مارس 2022 القاهرة,اعانات اجتماعية,بنك العمال 1,450,
2022-03-01,613,4430,,سيده زكى محمد ابراهيم اعانة اجتماعية شهر مارس 2022 قوص,اعانات اجتماعية,بنك العمال 1,200,
2022-03-01,614,4431,,سعديه احمد محمد اعانة اجتماعية شهر مارس 2022 فليوب,اعانات اجتماعية,بنك العمال 1,50,
2022-03-01,615,4432,,ماجدة عبد الله عبد اللطيف اعانة اجتماعية شهر مارس 2022 القاهرة,اعانات اجتماعية,بنك العمال 1,200,
2022-03-01,616,4433,,نعيمة مصطفى محمد على اعانة اجتماعية شهر مارس 2022 القاهرة,مصاريف محاماة,بنك العمال 1,150,
2022-03-01,617,4434,,سحر رمضان عبد المجيد عبد الوهاب اعانة اجتماعية شهر مارس 2022 شبين الكوم,اعانات اجتماعية,بنك العمال 1,350,
2022-03-01,618,4435,,سمير السيد أحمد احمد مرتبات العاملين المكاتب مارس 2022,مرتبات ومكافأة شاملة,,47507.45,
2022-03-01,618,4435,,سمير السيد أحمد احمد مرتبات العاملين المكاتب مارس 2022,,بنك العمال 1,23494.8,
2022-03-01,618,4435,,سمير السيد أحمد احمد مرتبات العاملين المكاتب مارس 2022,,سلف العاملين,4675,
2022-03-01,618,4435,,سمير السيد أحمد احمد مرتبات العاملين المكاتب مارس 2022,,تأمين تكافلى,2122.5,
2022-03-01,618,4435,,سمير السيد أحمد احمد مرتبات العاملين المكاتب مارس 2022,,ضريبة كسب العمل,105,
2022-03-01,618,4435,,سمير السيد أحمد احمد مرتبات العاملين المكاتب مارس 2022,,أقساط قروض بنك التنمية لبعض العاملين,5355.41,
2022-03-01,618,4435,,سمير السيد أحمد احمد مرتبات العاملين المكاتب مارس 2022,,التأمينات الاجتماعية,7904.36,
2022-03-01,618,4435,,سمير السيد أحمد احمد مرتبات العاملين المكاتب مارس 2022,,خصم كورونا,173.55,
2022-03-01,618,4435,,سمير السيد أحمد احمد مرتبات العاملين المكاتب مارس 2022,,تامينات عاملين مستقطعه وتسدد لمكاتب تامينات بالمحافظات,3676.83,
2022-03-01,619,4436,,سمير السيد أحمد احمد مرتبات العاملين + منحه رمضان مارس 2022,بدلات أعضاء مجلس الادارة,,13310,
2022-03-01,619,4436,,سمير السيد أحمد احمد مرتبات العاملين + منحه رمضان مارس 2022,حافزاعياد ومناسبات,,76142.56,
2022-03-01,619,4436,,سمير السيد أحمد احمد مرتبات العاملين + منحه رمضان مارس 2022,مرتبات ومكافأة شاملة,,245399.87,
2022-03-01,619,4436,,سمير السيد أحمد احمد مرتبات العاملين + منحه رمضان مارس 2022,مدينون متنوعون,,81769.17,
2022-03-01,619,4436,,سمير السيد أحمد احمد مرتبات العاملين + منحه رمضان مارس 2022,,بنك العمال 1,284682.99,
2022-03-01,619,4436,,سمير السيد أحمد احمد مرتبات العاملين + منحه رمضان مارس 2022,,سلف العاملين,28760,
2022-03-01,619,4436,,سمير السيد أحمد احمد مرتبات العاملين + منحه رمضان مارس 2022,,تأمين تكافلى,4522.5,
2022-03-01,619,4436,,سمير السيد أحمد احمد مرتبات العاملين + منحه رمضان مارس 2022,,ضريبة كسب العمل,16994.92,
2022-03-01,619,4436,,سمير السيد أحمد احمد مرتبات العاملين + منحه رمضان مارس 2022,,أقساط النفقة,180,
2022-03-01,619,4436,,سمير السيد أحمد احمد مرتبات العاملين + منحه رمضان مارس 2022,,أقساط قروض بنك التنمية لبعض العاملين,17174.78,
2022-03-01,619,4436,,سمير السيد أحمد احمد مرتبات العاملين + منحه رمضان مارس 2022,,التأمينات الاجتماعية,59812.25,
2022-03-01,619,4436,,سمير السيد أحمد احمد مرتبات العاملين + منحه رمضان مارس 2022,,خصم كورونا,2004.01,
2022-03-01,619,4436,,سمير السيد أحمد احمد مرتبات العاملين + منحه رمضان مارس 2022,,خصم جزاءات,2316.94,
